PartitionKey,RowKey,CountryCode,Latitude,Longitude,SW_Lat,SW_Lon,NE_Lat,NE_Lon,lat radians,long radians
Czech Republic,Brno,CZ,49.225526,16.552952,49.04566988,16.27753145,49.40538212,16.82837255,0.859147505,0.288903513
Canada,Vancouver,CA,49.237855,-123.118478,49.05799888,-123.3939678,49.41771112,-122.8429882,0.859362686,-2.148822811
Germany,Nurnberg,DE,49.493685,11.049603,49.31382888,10.7726689,49.67354112,11.32653711,0.863827762,0.192851953
France,Le Havre,FR,49.510456,0.172565,49.33059988,-0.104464317,49.69031212,0.449594317,0.864120471,0.003011827
Canada,Lethbridge,CA,49.731752,-112.804994,49.55189588,-113.0832858,49.91160812,-112.5267022,0.867982815,-1.968818558
Czech Republic,Ostrava,CZ,49.852047,18.3128,49.67219088,18.03381706,50.03190312,18.59178294,0.870082359,0.319618655
Germany,Darmstadt,DE,49.917692,8.653199,49.73783588,8.373837459,50.09754812,8.932560541,0.87122808,0.151026813
Canada,Kelowna,CA,49.919458,-119.446307,49.73960188,-119.7256787,50.09931412,-119.1669353,0.871258903,-2.084731336
France,Amiens,FR,49.936362,2.271767,49.75650588,1.992297595,50.11621812,2.551236405,0.871553933,0.039649814
Canada,Winnipeg,CA,49.943111,-97.16163,49.76325488,-97.44113842,50.12296712,-96.88212158,0.871671726,-1.69579035
Germany,Mainz,DE,49.991858,8.177303,49.81200188,7.89751248,50.17171412,8.45709352,0.872522521,0.142720861
Canada,Medicine Hat,CA,49.996267,-110.677627,49.81641088,-110.9574431,50.17612312,-110.3978109,0.872599473,-1.931688999
Poland,Rzeszow,PL,49.997342,22.018079,49.81748588,21.73825671,50.17719812,22.29790129,0.872618235,0.384287974
Poland,Krakow,PL,50.034765,19.997051,49.85490888,19.71701034,50.21462112,20.27709166,0.87327139,0.349014381
Czech Republic,Prague,CZ,50.085333,14.505828,49.90547688,14.22549158,50.26518912,14.78616442,0.874153968,0.253174459
Germany,Frankfurt,DE,50.154226,8.663594,49.97436988,8.382853644,50.33408212,8.944334356,0.875356377,0.15120824
Poland,Katowice,PL,50.227214,18.985104,50.04735788,18.70393442,50.40707012,19.26627358,0.876630258,0.331352574
Poland,Gliwice,PL,50.335104,18.641649,50.15524788,18.35984254,50.51496012,18.92345546,0.878513294,0.325358153
United Kingdom,Plymouth,GB,50.411885,-4.101208,50.23202888,-4.383469457,50.59174112,-3.818946544,0.879853375,-0.071579583
Ukraine,Kiev,UA,50.41643,30.47534,50.23657388,30.19305156,50.59628612,30.75762844,0.879932701,0.531895024
Canada,Regina,CA,50.479268,-104.664101,50.29941188,-104.946763,50.65912412,-104.381439,0.881029431,-1.826733171
France,Lille,FR,50.63646,2.987431,50.45660388,2.703830247,50.81631612,3.271031753,0.883772949,0.052140507
Belgium,Liege,BE,50.67507,5.556495,50.49521388,5.272662708,50.85492612,5.840327292,0.88444682,0.096979133
Germany,Bonn,DE,50.697298,7.129692,50.51744188,6.845726237,50.87715412,7.413657763,0.884834772,0.1244366
United Kingdom,Exeter,GB,50.73659,-3.482763,50.55673388,-3.766965003,50.91644612,-3.198560997,0.885520547,-0.060785681
United Kingdom,Bournemouth,GB,50.762642,-1.899911,50.58278588,-2.184269855,50.94249812,-1.615552145,0.88597524,-0.033159702
United Kingdom,Chichester,GB,50.820967,-0.78746,50.64111088,-1.072170643,51.00082312,-0.502749357,0.886993203,-0.01374377
United Kingdom,Portsmouth,GB,50.846796,-1.031454,50.66693988,-1.31632071,51.02665212,-0.74658729,0.887444004,-0.018002268
United Kingdom,Brighton and Hove,GB,50.867396,-0.135458,50.68753988,-0.420449304,51.04725212,0.149533304,0.887803542,-0.002364188
Belgium,Brussels,BE,50.890234,4.381814,50.71037788,4.096684439,51.07009012,4.666943561,0.88820214,0.076477082
Netherlands,Maastricht,NL,50.895213,5.706127,50.71535688,5.420967279,51.07506912,5.991286721,0.88828904,0.099590704
United Kingdom,Southampton,GB,50.903558,-1.333837,50.72370188,-1.619047284,51.08341412,-1.048626716,0.888434688,-0.023279847
Germany,Cologne,DE,50.977213,6.927401,50.79735688,6.641743652,51.15706912,7.213058348,0.88972021,0.120905956
Germany,Dresden,DE,51.0331,13.803108,50.85324388,13.51710644,51.21295612,14.08910956,0.890695622,0.240909682
Poland,Wroclaw,PL,51.069849,17.00202,50.88999288,16.7157898,51.24970512,17.2882502,0.891337014,0.296741228
United Kingdom,Winchester,GB,51.081345,-1.337823,50.90148888,-1.624124795,51.26120112,-1.051521205,0.891537657,-0.023349416
Belgium,Ghent,BE,51.081945,3.774482,50.90208888,3.488176467,51.26180112,4.060787533,0.891548129,0.065877138
United Kingdom,Salisbury,GB,51.087077,-1.831421,50.90722088,-2.117758508,51.26693312,-1.545083492,0.891637699,-0.031964326
Canada,Calgary,CA,51.087634,-114.109266,50.90777788,-114.395607,51.26749012,-113.822925,0.89164742,-1.991582399
Belgium,Antwerp,BE,51.224061,4.47381,51.04420488,4.186616369,51.40391712,4.761003631,0.894028521,0.078082715
Germany,Dusseldorf,DE,51.27283,6.777603,51.09297388,6.490103335,51.45268612,7.065102665,0.8948797,0.118291488
Germany,Leipzig,DE,51.330515,12.440842,51.15065888,12.15297951,51.51037112,12.72870449,0.895886493,0.217133655
United Kingdom,Bath,GB,51.40496,-2.402423,51.22510388,-2.690755091,51.58481612,-2.114090909,0.897185804,-0.041930191
United Kingdom,Bracknell,GB,51.417437,-0.783605,51.23758088,-1.072015946,51.59729312,-0.495194055,0.897403569,-0.013676487
United Kingdom,Sheerness,GB,51.431252,0.755469,51.25139588,0.466970693,51.61110812,1.043967307,0.897644686,0.013185421
Netherlands,Vlissingen,NL,51.473918,3.596468,51.29406188,3.307699553,51.65377412,3.885236447,0.898389348,0.062770208
United Kingdom,Reading,GB,51.4756,-1.041866,51.29574388,-1.330645107,51.65545612,-0.753086893,0.898418704,-0.018183992
Netherlands,Eindhoven,NL,51.486229,5.477833,51.30637288,5.188986512,51.66608512,5.766679488,0.898604215,0.095606222
United Kingdom,Slough,GB,51.487704,-0.532768,51.30784788,-0.821623841,51.66756012,-0.243912159,0.898629959,-0.009298556
United Kingdom,South Wales Valleys,GB,51.489484,-3.250088,51.30962788,-3.538955129,51.66934012,-2.961220871,0.898661026,-0.056724737
United Kingdom,Bristol,GB,51.49896,-2.576596,51.31910388,-2.865523236,51.67881612,-2.287668764,0.898826413,-0.044970084
United Kingdom,Bridgend,GB,51.509506,-3.609614,51.32964988,-3.898608159,51.68936212,-3.320619841,0.899010476,-0.062999649
United Kingdom,Cardiff,GB,51.523343,-3.154333,51.34348688,-3.443415014,51.70319912,-2.865250986,0.899251977,-0.055053497
United Kingdom,London,GB,51.549971,-0.150726,51.37011488,-0.439977233,51.72982712,0.138525233,0.899716723,-0.002630665
Netherlands,Tilburg,NL,51.577668,5.025041,51.39781188,4.735613545,51.75752412,5.314468455,0.900200127,0.08770351
United Kingdom,Newport,GB,51.597668,-2.92877,51.41781188,-3.218324839,51.77752412,-2.639215161,0.900549193,-0.05111668
Netherlands,Breda,NL,51.616443,4.778875,51.43658688,4.489200477,51.79629912,5.068549523,0.900876879,0.083407103
United Kingdom,Swansea,GB,51.622111,-4.016101,51.44225488,-4.305811674,51.80196712,-3.726390326,0.900975804,-0.070094186
Netherlands,s-Hertogenbosch,NL,51.711223,5.373182,51.53136688,5.082901777,51.89107912,5.663462223,0.902531102,0.093779717
United Kingdom,St Albans,GB,51.751619,-0.281804,51.57176288,-0.572343149,51.93147512,0.008735149,0.903236145,-0.004918408
Poland,Lodz,PL,51.754551,19.526011,51.57469488,19.23545304,51.93440712,19.81656896,0.903287318,0.340793182
United Kingdom,Chelmsford,GB,51.755277,0.443748,51.57542088,0.153185382,51.93513312,0.734310618,0.903299989,0.007744864
United Kingdom,Hemel Hempstead,GB,51.763146,-0.504517,51.58328988,-0.795130118,51.94300212,-0.213903883,0.903437329,-0.008805483
United Kingdom,Oxford,GB,51.791165,-1.271961,51.61130888,-1.562754073,51.97102112,-0.981167927,0.903926353,-0.022199907
United Kingdom,Gloucester,GB,51.822332,-2.264471,51.64247588,-2.555464509,52.00218812,-1.973477491,0.904470319,-0.039522475
United Kingdom,Colchester,GB,51.879708,0.832336,51.69985188,0.54097278,52.05956412,1.12369922,0.90547172,0.014527004
Netherlands,Rotterdam,NL,51.886816,4.516683,51.70695988,4.225273913,52.06667212,4.808092087,0.905595778,0.07883099
Ireland,Cork,IE,51.889451,-8.414796,51.70959488,-8.706222094,52.06930712,-8.123369906,0.905641767,-0.146865896
United Kingdom,Luton,GB,51.921202,-0.443052,51.74134588,-0.734683178,52.10105812,-0.151420822,0.906195926,-0.007732716
United Kingdom,Harwich,GB,51.922699,1.227659,51.74284288,0.936018145,52.10255512,1.519299855,0.906222054,0.021426692
United Kingdom,Milton Keynes,GB,52.005358,-0.784008,51.82550188,-1.076184612,52.18521412,-0.491831388,0.907664726,-0.013683521
United Kingdom,Ipswich,GB,52.028923,1.185317,51.84906688,0.892985407,52.20877912,1.477648593,0.908076013,0.020687684
Netherlands,The Hague,NL,52.03372,4.258381,51.85386388,3.966017838,52.21357612,4.550744162,0.908159736,0.074322769
Netherlands,Utrecht,NL,52.086256,5.048653,51.90639988,4.755943654,52.26611212,5.341362346,0.909076662,0.088115618
Canada,Saskatoon,CA,52.177975,-106.663063,51.99811888,-106.9563787,52.35783112,-106.3697473,0.910677461,-1.86162164
Poland,Warsaw,PL,52.184832,21.021191,52.00497588,20.72782987,52.36468812,21.31455213,0.910797138,0.366888996
United Kingdom,Worcester,GB,52.224304,-2.233219,52.04444788,-2.526841928,52.40416012,-1.939596072,0.911486054,-0.038977024
United Kingdom,Cambridge,GB,52.249197,0.10729,52.06934088,-0.186498273,52.42905312,0.401078273,0.911920519,0.001872564
United Kingdom,Northampton,GB,52.254933,-0.838068,52.07507688,-1.1318944,52.43478912,-0.544241601,0.912020631,-0.014627046
Netherlands,Amsterdam,NL,52.32622,4.881739,52.14636388,4.587437939,52.50607612,5.176040061,0.913264824,0.085202419
Germany,Hannover,DE,52.372422,9.80529,52.19256588,9.510680486,52.55227812,10.09989951,0.914071201,0.171134595
Poland,Poznan,PL,52.377608,16.98261,52.19775188,16.68796582,52.55746412,17.27725418,0.914161714,0.29640246
United Kingdom,Lowestoft,GB,52.45064,1.699199,52.27078388,1.40406581,52.63049612,1.99433219,0.915436363,0.029656617
United Kingdom,Coventry,GB,52.451727,-1.519434,52.27187088,-1.814574481,52.63158312,-1.224293519,0.915455335,-0.026519126
United Kingdom,Birmingham,GB,52.468061,-1.822872,52.28820488,-2.118122079,52.64791712,-1.527621922,0.915740417,-0.031815118
United Kingdom,Sandwell,GB,52.484622,-2.044621,52.30476588,-2.339982283,52.66447812,-1.749259717,0.916029461,-0.035685368
United Kingdom,Mid Wales,GB,52.485442,-3.372525,52.30558588,-3.667891791,52.66529812,-3.077158209,0.916043772,-0.058861665
United Kingdom,Dudley,GB,52.504631,-2.028214,52.32477488,-2.323709751,52.68448712,-1.732718249,0.916378683,-0.035399012
Germany,Berlin,DE,52.509513,13.47276,52.32965688,13.17723142,52.68936912,13.76828858,0.91646389,0.235144021
United Kingdom,Great Yarmouth,GB,52.556225,1.722388,52.37636888,1.426544951,52.73608112,2.018231049,0.917279169,0.030061342
United Kingdom,Wolverhampton,GB,52.556332,-2.174526,52.37647588,-2.470369771,52.73618812,-1.87868223,0.917281036,-0.037952638
United Kingdom,Peterborough,GB,52.612099,-0.264215,52.43224288,-0.56043508,52.79195512,0.03200508,0.918254354,-0.004611422
Ireland,Limerick,IE,52.625509,-8.654797,52.44565288,-8.951107712,52.80536512,-8.358486288,0.918488403,-0.151054704
United Kingdom,Walsall,GB,52.627284,-2.013021,52.44742788,-2.309343712,52.80714012,-1.716698288,0.918519382,-0.035133844
United Kingdom,Norwich,GB,52.645822,1.227514,52.46596588,0.931065897,52.82567812,1.523962104,0.918842931,0.021424161
United Kingdom,Leicester,GB,52.655905,-1.072833,52.47604888,-1.36934935,52.83576112,-0.77631665,0.919018913,-0.018724468
United Kingdom,Lichfield,GB,52.699646,-1.823218,52.51978988,-2.120030772,52.87950212,-1.526405228,0.919782337,-0.031821157
United Kingdom,Shrewsbury,GB,52.712207,-2.810275,52.53235088,-3.107173004,52.89206312,-2.513376996,0.920001568,-0.049048552
United Kingdom,Derby,GB,52.880017,-1.450243,52.70016088,-1.748284389,53.05987312,-1.152201611,0.922930405,-0.025311515
United Kingdom,Stoke,GB,52.993471,-2.20733,52.81361488,-2.506149418,53.17332712,-1.908510582,0.924910551,-0.038525176
United Kingdom,Nottingham,GB,52.993913,-1.121596,52.81405688,-1.420418457,53.17376912,-0.822773543,0.924918265,-0.019575543
United Kingdom,Wrexham,GB,53.07077,-2.9856,52.89091388,-3.284958181,53.25062612,-2.686241819,0.926259673,-0.05210855
